Date,Item,Amount,Category,Time,day
2023-03-15,,-0.2987148169566718,,1.083333333,
2023-03-16,,-0.2987148169566718,,1.083333333,
2023-03-16,,1.2138817808210518,,1.083333333,
2023-03-16,,-0.2987148169566718,,1.083333333,
2023-03-16,,-0.4766673578716981,,1.083333333,
2023-03-17,,-0.12076227604164547,,1.083333333,
2023-03-17,,-0.35210057923117966,,1.083333333,
2023-03-17,,-0.2987148169566718,,1.083333333,
2023-03-18,,-0.12076227604164547,,1.083333333,
2023-03-18,,-0.031786005584132304,,1.083333333,
2023-03-19,,-0.031786005584132304,,1.083333333,
2023-03-19,,-0.031786005584132304,,1.083333333,
2023-03-19,,0.6800241580759729,,1.083333333,
2023-03-20,,-0.2987148169566718,,1.083333333,
2023-03-20,,0.05719026487338085,,1.083333333,
2023-03-20,,0.6800241580759729,,1.083333333,
2023-03-20,,-0.4766673578716981,,1.083333333,
2023-03-21,,-0.12076227604164547,,1.083333333,
2023-03-21,,-0.20973854649915863,,1.083333333,
2023-03-21,,-0.2987148169566718,,1.083333333,
2023-03-22,,-0.2987148169566718,,1.083333333,
2023-03-22,,-0.12076227604164547,,1.083333333,
2023-03-22,,-0.031786005584132304,,1.083333333,
2023-03-22,,-0.2987148169566718,,1.083333333,
2023-03-22,,-0.031786005584132304,,1.083333333,
2023-03-22,,-0.2987148169566718,,1.083333333,
2023-03-23,,-0.12076227604164547,,1.083333333,
2023-03-23,,-0.2987148169566718,,1.083333333,
2023-03-23,,-0.38769108741418495,,1.083333333,
2023-03-24,,-0.2987148169566718,,1.083333333,
2023-03-24,,-0.031786005584132304,,1.083333333,
2023-03-24,,-0.2987148169566718,,1.083333333,
2023-03-24,,-0.20973854649915863,,1.083333333,
2023-03-25,,-0.12076227604164547,,1.083333333,
2023-03-25,,-0.35210057923117966,,1.083333333,
2023-03-25,,-0.031786005584132304,,1.083333333,
2023-03-26,,-0.031786005584132304,,1.083333333,
2023-03-26,,-0.20973854649915863,,1.083333333,
2023-03-26,,-0.2987148169566718,,1.083333333,
2023-03-26,,0.5020716171609466,,1.083333333,
2023-03-27,,-0.20973854649915863,,1.083333333,
2023-03-27,,-0.38769108741418495,,1.083333333,
2023-03-27,,0.6800241580759729,,1.083333333,
2023-03-27,,-0.35210057923117966,,1.083333333,
2023-03-27,,2.637502108141262,,1.083333333,
2023-03-27,,-0.20973854649915863,,1.083333333,
2023-03-27,,-0.2987148169566718,,1.083333333,
2023-03-28,,0.23514280578840718,,1.083333333,
2023-03-28,,0.23514280578840718,,1.083333333,
2023-03-28,,-0.2987148169566718,,1.083333333,
2023-03-29,,-0.2987148169566718,,1.083333333,
2023-03-29,,-0.20973854649915863,,1.083333333,
2023-03-29,,-0.2987148169566718,,1.083333333,
2023-03-30,,-0.12076227604164547,,1.083333333,
2023-03-30,,-0.35210057923117966,,1.083333333,
2023-03-30,,-0.2987148169566718,,1.083333333,
2023-03-30,,-0.20973854649915863,,1.083333333,
2023-03-31,,-0.2987148169566718,,1.083333333,
2023-03-31,,-0.20973854649915863,,1.083333333,
2023-03-31,,-0.12076227604164547,,1.083333333,
